variant,Ecenter,mean,meanErr,RMS,RMSErr
CLUSCP_EA_vzDep,5,-0.000666351,1.51862e-05,0.00334635,1.07383e-05
CLUSCP_EA_vzDep,7,-0.000407798,1.36989e-05,0.00314929,9.68659e-06
CLUSCP_EA_vzDep,9,-0.000230504,1.3574e-05,0.00319695,9.59826e-06
CLUSCP_EA_vzDep,11,-8.6395e-05,1.4028e-05,0.00333885,9.91932e-06
CLUSCP_EA_vzDep,13.5,0.00014539,1.20102e-05,0.00350311,8.49249e-06
CLUSCP_EA_vzDep,17.5,0.000384965,9.18658e-06,0.00346324,6.49589e-06
CLUSCP_EA_vzDep,25,0.000579414,5.60438e-06,0.00300498,3.96289e-06
CLUSCP_EA_etaDep,3,-0.0011235,1.74936e-05,0.00376857,1.23699e-05
CLUSCP_EA_etaDep,5,-0.000666351,1.51862e-05,0.00334635,1.07383e-05
CLUSCP_EA_etaDep,7,-0.000407798,1.36989e-05,0.00314929,9.68659e-06
CLUSCP_EA_etaDep,9,-0.000230504,1.3574e-05,0.00319695,9.59826e-06
CLUSCP_EA_etaDep,11,-8.6395e-05,1.4028e-05,0.00333885,9.91932e-06
CLUSCP_EA_etaDep,13.5,0.00014539,1.20102e-05,0.00350311,8.49249e-06
CLUSCP_EA_etaDep,17.5,0.000384965,9.18658e-06,0.00346324,6.49589e-06
CLUSCP_EA_etaDep,25,0.000579414,5.60438e-06,0.00300498,3.96289e-06
CLUSCP_EA_vzEtaDep,3,-0.0011235,1.74936e-05,0.00376857,1.23699e-05
CLUSCP_EA_vzEtaDep,5,-0.000666351,1.51862e-05,0.00334635,1.07383e-05
CLUSCP_EA_vzEtaDep,7,-0.000407798,1.36989e-05,0.00314929,9.68659e-06
CLUSCP_EA_vzEtaDep,9,-0.000230504,1.3574e-05,0.00319695,9.59826e-06
CLUSCP_EA_vzEtaDep,11,-8.6395e-05,1.4028e-05,0.00333885,9.91932e-06
CLUSCP_EA_vzEtaDep,13.5,0.00014539,1.20102e-05,0.00350311,8.49249e-06
CLUSCP_EA_vzEtaDep,17.5,0.000384965,9.18658e-06,0.00346324,6.49589e-06
CLUSCP_EA_vzEtaDep,25,0.000579414,5.60438e-06,0.00300498,3.96289e-06
CLUSCP_EA_EandIncident,3,-0.00120766,1.73654e-05,0.00374095,1.22792e-05
CLUSCP_EA_EandIncident,5,-0.000752158,1.50742e-05,0.00332165,1.0659e-05
CLUSCP_EA_EandIncident,7,-0.000494232,1.35993e-05,0.0031264,9.61619e-06
CLUSCP_EA_EandIncident,9,-0.000312147,1.3487e-05,0.00317646,9.53672e-06
CLUSCP_EA_EandIncident,11,-0.000170652,1.39522e-05,0.00332081,9.86573e-06
CLUSCP_EA_EandIncident,13.5,7.05698e-05,1.19566e-05,0.00348747,8.45458e-06
CLUSCP_EA_EandIncident,17.5,0.000313909,9.15291e-06,0.00345055,6.47208e-06
CLUSCP_EA_EandIncident,25,0.000501393,5.57564e-06,0.00298957,3.94257e-06
PDCraw,3,-0.00189136,1.95082e-05,0.00420256,1.37944e-05
PDCraw,5,-0.00143666,1.82942e-05,0.00403121,1.2936e-05
PDCraw,7,-0.00120064,1.72269e-05,0.00396035,1.21813e-05
PDCraw,9,-0.000990908,1.71074e-05,0.00402914,1.20967e-05
PDCraw,11,-0.000814431,1.74029e-05,0.0041421,1.23057e-05
PDCraw,13.5,-0.000589916,1.44834e-05,0.00422447,1.02413e-05
PDCraw,17.5,-0.000332682,1.12173e-05,0.00422881,7.93184e-06
PDCraw,25,-0.000145876,7.374e-06,0.00395383,5.21421e-06
PDCcor,3,-0.00141055,1.69009e-05,0.00364089,1.19508e-05
PDCcor,5,-0.000916496,1.47451e-05,0.00324915,1.04264e-05
PDCcor,7,-0.000658324,1.33819e-05,0.00307642,9.46245e-06
PDCcor,9,-0.000471169,1.33973e-05,0.00315534,9.47331e-06
PDCcor,11,-0.000307046,1.3949e-05,0.00332003,9.86341e-06
PDCcor,13.5,-7.39527e-05,1.18642e-05,0.00346053,8.38926e-06
PDCcor,17.5,0.000170789,9.07168e-06,0.00341993,6.41465e-06
PDCcor,25,0.000373085,5.53684e-06,0.00296877,3.91514e-06
CLUScpDirectBvals,3,-0.00130269,1.73484e-05,0.00373729,1.22672e-05
CLUScpDirectBvals,5,-0.00081539,1.53715e-05,0.00338717,1.08693e-05
CLUScpDirectBvals,7,-0.000560034,1.40222e-05,0.0032236,9.91517e-06
CLUScpDirectBvals,9,-0.000374575,1.39005e-05,0.00327386,9.82916e-06
CLUScpDirectBvals,11,-0.00020994,1.44206e-05,0.00343228,1.01969e-05
CLUScpDirectBvals,13.5,2.58836e-05,1.22899e-05,0.00358469,8.69026e-06
CLUScpDirectBvals,17.5,0.000271794,9.47532e-06,0.0035721,6.70006e-06
CLUScpDirectBvals,25,0.000459605,5.82706e-06,0.00312438,4.12035e-06
