KIND,VARIANT,SUFFIX,BIN,E_low,E_high,ENTRIES,MEAN,RMS,SRC,NAME
eta,CLUSCP,0_60vz,4,10,12,96870,4.42829e-05,0.00610974,NAME,h_eta_diff_cpCorr_10_12_0_60vz
eta,CLUSCP_EA_vzDep,0_60vz,4,10,12,96870,2.45402e-05,0.00598319,NAME,h_eta_diff_cpCorrEA_geom_10_12_0_60vz
eta,CLUSCP_EA_etaDep,0_60vz,4,10,12,96870,3.33324e-05,0.00599675,NAME,h_eta_diff_cpCorrEA_fitEtaDep_10_12_0_60vz
eta,CLUSCP_EA,0_60vz,4,10,12,96870,3.52858e-05,0.00600149,NAME,h_eta_diff_cpCorrEA_fitEnergyOnly_10_12_0_60vz
eta,CLUSCP_EA_mixed,0_60vz,4,10,12,96870,3.33221e-05,0.00599618,NAME,h_eta_diff_cpCorrEA_fitPhiE_etaEtaDep_10_12_0_60vz
eta,CLUScpDirectBvals,0_60vz,4,10,12,96870,3.71927e-05,0.00599058,NAME,h_eta_diff_cpBcorr_10_12_0_60vz
phi,PDCraw,,5,12,15,155800,0.00022909,0.00452498,XAXIS,h_phi_diff_raw_12_15
eta,PDCraw,,5,12,15,155800,-2.81369e-05,0.00522245,XAXIS,h_eta_diff_raw_12_15
phi,PDCcor,,5,12,15,155800,0.000164164,0.00426845,XAXIS,h_phi_diff_corr_12_15
eta,PDCcor,,5,12,15,155800,-2.92935e-05,0.00495773,XAXIS,h_eta_diff_corr_12_15
phi,CLUSRAW,,5,12,15,155800,0.00027842,0.00469864,NAME,h_phi_diff_cpRaw_12_15
phi,CLUSCP,,5,12,15,155800,0.000230698,0.00445237,NAME,h_phi_diff_cpCorr_12_15
phi,CLUSCP_EA_vzDep,,5,12,15,155800,0.000242703,0.0043873,NAME,h_phi_diff_cpCorrEA_geom_12_15
phi,CLUSCP_EA_etaDep,,5,12,15,155800,0.000241088,0.00438318,NAME,h_phi_diff_cpCorrEA_fitEtaDep_12_15
phi,CLUSCP_EA,,5,12,15,155800,0.000238912,0.00438633,NAME,h_phi_diff_cpCorrEA_fitEnergyOnly_12_15
phi,CLUSCP_EA_mixed,,5,12,15,155800,0.000239726,0.00438499,NAME,h_phi_diff_cpCorrEA_fitPhiE_etaEtaDep_12_15
phi,CLUScpDirectBvals,,5,12,15,155800,0.000261633,0.00444625,NAME,h_phi_diff_cpBcorr_12_15
eta,CLUSRAW,,5,12,15,155800,8.39747e-06,0.00525841,NAME,h_eta_diff_cpRaw_12_15
eta,CLUSCP,,5,12,15,155800,2.20602e-05,0.00524733,NAME,h_eta_diff_cpCorr_12_15
eta,CLUSCP_EA_vzDep,,5,12,15,155800,1.39004e-05,0.00504736,NAME,h_eta_diff_cpCorrEA_geom_12_15
eta,CLUSCP_EA_etaDep,,5,12,15,155800,1.7717e-05,0.00508279,NAME,h_eta_diff_cpCorrEA_fitEtaDep_12_15
eta,CLUSCP_EA,,5,12,15,155800,1.93733e-05,0.00509308,NAME,h_eta_diff_cpCorrEA_fitEnergyOnly_12_15
eta,CLUSCP_EA_mixed,,5,12,15,155800,1.77055e-05,0.00508306,NAME,h_eta_diff_cpCorrEA_fitPhiE_etaEtaDep_12_15
eta,CLUScpDirectBvals,,5,12,15,155800,1.97424e-05,0.00508034,NAME,h_eta_diff_cpBcorr_12_15
phi,PDCraw,0_60vz,5,12,15,155800,0.00022909,0.00452498,XAXIS,h_phi_diff_raw_12_15_0_60vz
phi,PDCcor,0_60vz,5,12,15,155800,0.000164164,0.00426845,XAXIS,h_phi_diff_corr_12_15_0_60vz
