variant,Ecenter,mean,meanErr,RMS,RMSErr
CLUSCP_EA_vzDep,25,3.10549e-05,3.19448e-06,0.00391114,2.25884e-06
CLUSCP_EA_etaDep,3,2.45256e-05,1.1089e-05,0.00577528,7.84109e-06
CLUSCP_EA_etaDep,5,2.56563e-05,9.48111e-06,0.00499693,6.70415e-06
CLUSCP_EA_etaDep,7,3.03691e-05,8.52265e-06,0.00461984,6.02643e-06
CLUSCP_EA_etaDep,9,3.3494e-05,8.06252e-06,0.00443539,5.70106e-06
CLUSCP_EA_etaDep,11,4.24336e-05,7.83689e-06,0.00432231,5.54152e-06
CLUSCP_EA_etaDep,13.5,4.25404e-05,6.28538e-06,0.00422608,4.44443e-06
CLUSCP_EA_etaDep,17.5,4.37436e-05,4.73423e-06,0.00410137,3.34761e-06
CLUSCP_EA_etaDep,25,3.23994e-05,3.20699e-06,0.00392645,2.26768e-06
CLUSCP_EA_vzEtaDep,3,2.01054e-05,1.12411e-05,0.00585452,7.94868e-06
CLUSCP_EA_vzEtaDep,5,2.03922e-05,9.63043e-06,0.00507563,6.80975e-06
CLUSCP_EA_vzEtaDep,7,2.74262e-05,8.66068e-06,0.00469466,6.12402e-06
CLUSCP_EA_vzEtaDep,9,2.91794e-05,8.18743e-06,0.00450411,5.78939e-06
CLUSCP_EA_vzEtaDep,11,3.93372e-05,7.94847e-06,0.00438384,5.62041e-06
CLUSCP_EA_vzEtaDep,13.5,3.85509e-05,6.36833e-06,0.00428186,4.50309e-06
CLUSCP_EA_vzEtaDep,17.5,4.09346e-05,4.78955e-06,0.00414929,3.38673e-06
CLUSCP_EA_vzEtaDep,25,2.97092e-05,3.23679e-06,0.00396295,2.28876e-06
CLUSCP_EA_EandIncident,3,5.55162e-05,1.12558e-05,0.00586214,7.95902e-06
CLUSCP_EA_EandIncident,5,5.8803e-05,9.70681e-06,0.00511589,6.86375e-06
CLUSCP_EA_EandIncident,7,6.30451e-05,8.78045e-06,0.00475958,6.20872e-06
CLUSCP_EA_EandIncident,9,6.91425e-05,8.34147e-06,0.00458885,5.89831e-06
CLUSCP_EA_EandIncident,11,7.67148e-05,8.12194e-06,0.00447952,5.74308e-06
CLUSCP_EA_EandIncident,13.5,7.69424e-05,6.53034e-06,0.00439079,4.61765e-06
CLUSCP_EA_EandIncident,17.5,7.91748e-05,4.92937e-06,0.00427042,3.48559e-06
CLUSCP_EA_EandIncident,25,6.6736e-05,3.34725e-06,0.00409819,2.36687e-06
PDCraw,3,-8.50495e-06,1.2142e-05,0.0063237,8.58567e-06
PDCraw,5,-1.81978e-05,1.06966e-05,0.00563755,7.56365e-06
PDCraw,7,-1.00504e-05,9.76349e-06,0.00529245,6.90383e-06
PDCraw,9,1.37195e-06,9.29873e-06,0.00511546,6.5752e-06
PDCraw,11,2.45286e-06,9.02405e-06,0.00497706,6.38096e-06
PDCraw,13.5,-1.27575e-06,7.24994e-06,0.00487462,5.12648e-06
PDCraw,17.5,-1.42706e-06,5.45318e-06,0.0047242,3.85598e-06
PDCraw,25,-4.38982e-06,3.68353e-06,0.00450991,2.60465e-06
PDCcor,3,-1.46808e-05,1.11695e-05,0.00581724,7.89806e-06
PDCcor,5,-1.74004e-05,9.52057e-06,0.00501773,6.73206e-06
PDCcor,7,-8.10373e-06,8.52556e-06,0.00462141,6.02848e-06
PDCcor,9,-3.1108e-06,8.02806e-06,0.00441643,5.6767e-06
PDCcor,11,4.93676e-06,7.75294e-06,0.004276,5.48216e-06
PDCcor,13.5,2.64295e-06,6.20035e-06,0.00416891,4.38431e-06
PDCcor,17.5,1.48727e-06,4.6407e-06,0.00402034,3.28147e-06
PDCcor,25,-2.90476e-06,3.11203e-06,0.00381019,2.20053e-06
CLUScpDirectBvals,3,2.69371e-05,1.10691e-05,0.00576495,7.82706e-06
CLUScpDirectBvals,5,2.77187e-05,9.44771e-06,0.00497933,6.68054e-06
CLUScpDirectBvals,7,3.15709e-05,8.48599e-06,0.00459996,6.0005e-06
CLUScpDirectBvals,9,3.40204e-05,8.0263e-06,0.00441546,5.67545e-06
CLUScpDirectBvals,11,4.42999e-05,7.80257e-06,0.00430338,5.51725e-06
CLUScpDirectBvals,13.5,4.42423e-05,6.25199e-06,0.00420363,4.42082e-06
CLUScpDirectBvals,17.5,4.3974e-05,4.7091e-06,0.00407959,3.32983e-06
CLUScpDirectBvals,25,3.28004e-05,3.18378e-06,0.00389803,2.25127e-06
